"cnpj","nome_coop","auditorIndependente","data_coleta","mudou_auditor","situacao","uf","endereco_eletronico","segmento_prudencial","numeroAgencias","Ativo_Total","Patrimonio_Liquido","Despesas_Operacionais","Sobras","regiao","municipio","classe","criterio_de_associacao","categ_coop_sing","filiacao","big_four","Receitas_Operacionais","PECLD","data_inicio_atividades","idade_em_2022","total_de_cooperados","cooperados_pf","cooperados_pj"
28145589,"CRETOVALE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES DA VALE","D'AGOSTINI CONSULTORIA E AUDITORIA S/S","10/2021",0,"Autorizada em Atividade","ES","www.cretovale.coop.br","S5",1,2004505453,591124221,-99356957,-98482259,"Sudeste","VITORIA","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,112461370,-7565296,1967-04-06,55,2216,2216,0
2347114,"GREENCRED - COOPERATIVA DE CREDITO","RUSSELL BEDFORD GM AUDITORES INDEPENDENTES S/S","10/2021",0,"Autorizada em Atividade","PR","www.greencred.com.br","S5",1,19290915319,2487561688,-321854796,93749038,"Sul","CURITIBA","Singular","Livre Admissão","Clássica",NA,0,368626689,-540357142,1997-11-06,25,1367,983,384
3575699,"MEDCRED COOPERATIVA DE CRÉDITO","CONTROL AUDITORIA E CONTABILIDADE","10/2021",0,"Autorizada em Atividade","SP","www.medcred.com.br","S5",0,7161916481,227239323,-143871405,-96667453,"Sudeste","RIBEIRAO PRETO","Singular","Atividade Profissional","Clássica","CENTRAL SICOOB UNI DE CC",0,155699168,-31138960,1999-12-22,23,1036,673,363
3973814,"SERVICOOP - COOPERATIVA DE CRÉDITO DOS SERVIDORES PÚBLICOS ESTADUAIS DO RIO GRANDE DO SUL","MBAUDIT - AUDITORES INDEPENDENTES S/S","10/2021",0,"Autorizada em Atividade","RS","www.servicoop.com.br","S5",4,7918852685,1610047196,-531527126,-38323722,"Sul","PORTO ALEGRE","Singular","Empregados ou Servidores","Clássica","CCCM DO RS, SC E PR",0,572538031,-224512468,2000-08-02,22,13674,13336,338
71328769,"SICOOB COCRED COOPERATIVA DE CRÉDITO","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES","10/2021",0,"Autorizada em Atividade","SP","www.sicoobcocred.com.br","S4",34,2311819306400,77455856053,-32356692866,165532369,"Sudeste","SERTAOZINHO","Singular","Livre Admissão","Plena","CCC DO ESTADO DE SÃO PAULO",1,37161915727,-24325157390,1970-07-01,52,48178,33017,15161
86913993,"SICREDI CARIRI - COOPERATIVA DE CRÉDITO DA REGIÃO DO CARIRI","ERNST & YOUNG AUDITORES INDEPENDENTES S/S","10/2021",0,"Autorizada em Atividade","CE","www.sicredi.com.br/cariri/","S5",4,36091568240,3373081544,-831492196,136406779,"Nordeste","JUAZEIRO DO NORTE","Singular","Atividade Profissional","Clássica","CENTRAL SICREDI NORTE/NORDESTE",1,957623901,-302719145,1994-03-18,28,5800,4442,1358
72257793,"SICREDI CEARÁ CENTRO NORTE - COOPERATIVA DE CRÉDITO DA REGIÃO CENTRO NORTE DO CEARÁ","ERNST & YOUNG AUDITORES INDEPENDENTES S/S","10/2021",0,"Autorizada em Atividade","CE","www.sicredinne.com.br/cearacentronorte/","S5",15,177384869196,12708767329,-4057670331,956293656,"Nordeste","FORTALEZA","Singular","Livre Admissão","Clássica","CENTRAL SICREDI NORTE/NORDESTE",1,4802927183,-1470529603,1993-05-21,29,25322,19830,5492
5545390,"SICREDI COOMAMP - COOPERATIVA DE CRÉDITO DOS MEMBROS DE INSTITUIÇÕES PÚBLICAS DAS CARREIRAS JURÍDICAS E DOS SERVIDORES PÚBLICOS FEDERAIS, ESTADUAIS E MUNICIPAIS EM SÃO LUÍS/MA E MUNICÍPIOS CIRCUNVIZIN","ERNST & YOUNG AUDITORES INDEPENDENTES S/S","10/2021",0,"Autorizada em Atividade","MA","www.sicredi.com.br/coomamp/","S5",2,8646712855,1537754145,-300878395,97648485,"Nordeste","SAO LUIS","Singular","Empregados ou Servidores","Clássica","CENTRAL SICREDI NORTE/NORDESTE",1,341679832,-76837494,2003-03-11,19,2102,2086,16
3428338,"SICREDI CREDUNI - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERV DAS INST PÚBLICAS DE ENSINO SUPERIOR DO ESTADO DA PARAÍBA E DAS DEMAIS INSTITUIÇÕES E ÓRGÃOS PÚBLICOS NO ESTADO DA PARAIBA LTDA.","ERNST & YOUNG AUDITORES INDEPENDENTES S/S","10/2021",0,"Autorizada em Atividade","PB","www.sicredi.com.br/creduni/","S5",8,58107766768,7179338583,-1324808090,926992860,"Nordeste","CAMPINA GRANDE","Singular","Empregados ou Servidores","Clássica","CENTRAL SICREDI NORTE/NORDESTE",1,2111983784,-366156577,1999-09-30,23,9221,8975,246
41180092,"SICREDI EXPANSÃO - COOPERATIVA DE CRÉDITO","ERNST & YOUNG AUDITORES INDEPENDENTES S/S","10/2021",0,"Autorizada em Atividade","AL","www.sicredi.com.br/alagoas/","S5",9,239065442297,18211152494,-4638890832,1688957146,"Nordeste","MACEIO","Singular","Critérios de Associação Mistos – Empresários","Clássica","CENTRAL SICREDI NORTE/NORDESTE",1,6192066328,-1976491453,1993-02-19,29,24304,20223,4081
83315408,"SICREDI NORTE - COOPERATIVA DE CRÉDITO","ERNST & YOUNG AUDITORES INDEPENDENTES S/S","10/2021",0,"Autorizada em Atividade","PA","www.sicredibelem.com.br","S5",6,66836545365,3892027389,-2114749325,403284776,"Norte","BELEM","Singular","Livre Admissão","Clássica","CENTRAL SICREDI NORTE/NORDESTE",1,2422401384,-928090164,1992-08-31,30,7142,5878,1264
39231527,"UNICRED COSTA DO SOL RJ - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO LTDA.","ERNST & YOUNG AUDITORES INDEPENDENTES S/S","10/2021",0,"Autorizada em Atividade","RJ","www.unicred.com.br/costadosol","S5",3,20057931577,1465148911,-464142540,-14596790,"Sudeste","MACAE","Singular","Atividade Profissional","Clássica","UNICRED CENTRAL RJ/MT",1,474151808,-95804754,1993-06-15,29,2110,1787,323
4445917,"UNICRED REGIONAL NORTE LAGOS - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO REGIONAL NORTE LAGOS LTDA","ERNST & YOUNG AUDITORES INDEPENDENTES S/S","10/2021",0,"Autorizada em Atividade","RJ","www.unicred.com.br/campos","S5",2,29377731235,1682690360,-610765206,-12655133,"Sudeste","CAMPOS DOS GOYTACAZES","Singular","Atividade Profissional","Clássica","UNICRED CENTRAL RJ/MT",1,717812179,-104327052,2001-05-03,21,4868,4483,385
1736243,"UNIPRIME ALLIANCE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO","BAUER AUDITORES ASSOCIADOS","10/2021",0,"Autorizada em Atividade","PR","https://www.uniprimealliance.com.br/","S5",0,209740353300,6753354055,-2069617277,620149636,"Sul",NA,NA,NA,NA,NA,0,2458919801,-1408846509,1997-03-14,25,NA,NA,NA
3046391,"UNIPRIME CENTRAL - CENTRAL INTERESTADUAL DE COOPERATIVAS DE CREDITO LTDA.","BAUER AUDITORES ASSOCIADOS","10/2021",0,"Autorizada em Atividade","PR","www.uniprimecentral.com.br","S4",1,165795281518,5007910414,-2315767689,7632841,"Sul","LONDRINA","Central",NA,NA,NA,0,2330329167,NA,1999-03-17,23,NA,NA,NA
73647935,"UNIPRIME CENTRO-OESTE DO BRASIL - COOPERATIVA DE CRÉDITO","BAUER AUDITORES ASSOCIADOS","10/2021",0,"Autorizada em Atividade","MS","https://www.uniprime.com.br/singular/centrooeste","S5",14,162405581876,11305523379,-2398607129,490348468,"Centro-Oeste","CAMPO GRANDE","Singular","Atividade Profissional","Clássica","UNIPRIME CENTRAL CCC LTDA.",0,2704655670,-860133104,1993-11-05,29,11158,8760,2398
1848322,"UNIPRIME DO IGUAÇU - COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO","BAUER AUDITORES ASSOCIADOS","10/2021",0,"Autorizada em Atividade","PR","www.uniprimeiguacu.com.br","S5",9,90044447252,2922339756,-955158904,161495171,"Sul","PATO BRANCO","Singular","Livre Admissão","Clássica","UNIPRIME CENTRAL CCC LTDA.",0,1127213410,-559014092,1997-03-31,25,3508,2272,1236
2398976,"UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA","BAUER AUDITORES ASSOCIADOS","10/2021",0,"Autorizada em Atividade","PR","www.uniprimebr.com.br","S4",38,893470031934,54907133319,-10575329401,1856914876,"Sul","LONDRINA","Singular","Livre Admissão","Plena","UNIPRIME CENTRAL CCC LTDA.",0,13165152386,-6021173359,1998-02-03,24,38644,25549,13095
1286361,"UNIPRIME PIONEIRA COOPERATIVA DE CRÉDITO","BAUER AUDITORES ASSOCIADOS","10/2021",0,"Autorizada em Atividade","PR","www.uniprimepioneirapr.com.br","S5",11,141322707169,5784659967,-1684106102,554776581,"Sul","TOLEDO","Singular","Livre Admissão","Clássica","UNIPRIME CENTRAL CCC LTDA.",0,2069002813,-1082423251,1996-06-30,26,9325,6866,2459
37554441,"UNIPRIME SUL MS - COOPERATIVA DE CRÉDITO","BAUER AUDITORES ASSOCIADOS","10/2021",0,"Autorizada em Atividade","MS","www.uniprimesulms.com.br","S5",2,31052424007,3275219334,-562614026,109870453,"Centro-Oeste","DOURADOS","Singular","Livre Admissão","Clássica","UNIPRIME CENTRAL CCC LTDA.",0,632850035,-335135540,1993-02-12,29,2719,2084,635
5790149,"CENTRAL COOPERATIVA DE CRÉDITO NO ESTADO DO ESPÍRITO SANTO - CECOOP","MOORE PRISMA AUDITORES INDEPENDENTES","02/2022",0,"Autorizada em Atividade","ES","www.cecoop.com.br","S4",0,577843270,106841099,-144941515,NA,"Sudeste","VITORIA","Central",NA,NA,NA,0,140941515,NA,2003-07-17,19,NA,NA,NA
106180,"CENTRAL DAS COOPERATIVAS DE CRÉDITO DOS ESTADOS DE MATO GROSSO, MATO GROSSO DO SUL E DO MUNICÍPIO DE CACOAL/RO - SICOOB CENTRAL RONDON","CONFEDERACAO NACIONAL DE AUDITORIA COOPERATIVA - CNAC","02/2022",0,"Autorizada em Atividade","MT",NA,"S4",1,75679417583,4369604997,-1310975447,57279465,"Centro-Oeste","CUIABA","Central",NA,NA,NA,0,1325193009,-6088740,1994-07-05,28,NA,NA,NA
309024,"CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE","AUDSERVICE-AUDITORES ASSOCIADOS S/C","02/2022",0,"Autorizada em Atividade","MG","www.cecremge.org.br","S4",0,972721594887,28976465231,-7964209117,327608050,"Sudeste","BELO HORIZONTE","Central",NA,NA,NA,0,8250858860,-228434660,1994-11-22,28,NA,NA,NA
1634601,"CENTRAL DE COOPERATIVAS DE ECONOMIA E CRÉDITO MÚTUO DO ESTADO DO RIO GRANDE DO SUL LTDA - UNICRED CENTRAL RS","ERNST & YOUNG AUDITORES INDEPENDENTES S/S","02/2022",0,"Autorizada em Atividade","RS","www.unicred-rs.com.br","S4",0,211132462184,10205121563,-3386032690,NA,"Sul","PORTO ALEGRE","Central",NA,NA,"CONF NAC COOP CENTRAIS UNICRED",1,3405587104,-2151399,1996-09-14,26,NA,NA,NA
10398952,"CONFEDERAÇÃO NACIONAL DAS COOPERATIVAS CENTRAIS DE CRÉDITO E ECONOMIA FAMILIAR E SOLIDÁRIA - CRESOL CONFEDERAÇÃO","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES","02/2022",0,"Autorizada em Atividade","SC","www.cresolconfederacao.com.br","S4",0,63651483486,1845401051,-4468088845,40287195,"Sul","FLORIANOPOLIS","Confederação",NA,NA,NA,1,4511774559,-520000,2008-09-09,14,NA,NA,NA
315557,"CONFEDERAÇÃO NACIONAL DAS COOPERATIVAS CENTRAIS UNICRED LTDA. - UNICRED DO BRASIL.","ERNST & YOUNG AUDITORES INDEPENDENTES S/S","02/2022",0,"Autorizada em Atividade","SP","www.unicred.com.br","S4",1,121489979061,6365051889,-6720928561,739196642,"Sudeste","SAO PAULO","Confederação",NA,NA,NA,1,6217194681,NA,1994-11-23,28,NA,NA,NA
44469161,"COOPECREDI GUARIBA - COOPERATIVA DE CREDITO","MOORE PRISMA AUDITORES INDEPENDENTES","02/2022",0,"Autorizada em Atividade","SP","www.coopecredi.com.br","S4",8,409568531402,33942036203,-2824475786,1576999514,"Sudeste","GUARIBA","Singular","Livre Admissão","Plena","CCC DO ESTADO DE SÃO PAULO",0,3979897881,-819803230,1976-01-12,46,8665,6485,2180
88325113,"COOPERATIVA    DE    ECONOMIA    E    CRÉDITO   MÚTUO  MINUANO","LINEAR AUDITORES INDEPENDENTES SOCIEDADE SIMPLES","02/2022",0,"Autorizada em Atividade","RS","www.cooperativaminuano.com.br","S5",5,4026025997,1571647844,-143743888,2684649,"Sul","CANOAS","Singular","Empregados ou Servidores","Clássica",NA,0,160388233,-26426486,1984-01-31,38,2198,2195,3
21198087,"COOPERATIVA CENTRAL DE CREDITO RURAL COM INTERAÇÃO SOLIDÁRIA   CENTRAL CRESOL SICOPER","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES","02/2022",0,"Autorizada em Atividade","RS","www.cresolsicoper.com.br","S4",0,181678035998,4476325222,-4112391004,131400598,"Sul","PASSO FUNDO","Central",NA,NA,"CRESOL CONFEDERAÇÃO",1,4090090406,-1603900,2014-10-09,8,NA,NA,NA
5463212,"COOPERATIVA CENTRAL DE CRÉDITO - AILOS","ERNST & YOUNG AUDITORES INDEPENDENTES S/S","02/2022",0,"Autorizada em Atividade","SC","http://www.ailos.coop.br/","S4",0,622398959372,42740148565,-14250288359,NA,"Sul","BLUMENAU","Central",NA,NA,NA,1,14250288359,-257893763,2002-12-04,20,NA,NA,NA
1401771,"COOPERATIVA CENTRAL DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES","02/2022",0,"Autorizada em Atividade","PR","www.cresol.com.br","S4",0,910072749213,20842598092,-13157682085,892196889,"Sul","FRANCISCO BELTRAO","Central",NA,NA,"CRESOL CONFEDERAÇÃO",1,12791514118,-59458202,1996-08-30,26,NA,NA,NA
10013534,"COOPERATIVA CENTRAL DE CRÉDITO DA AGRICULTURA FAMILIAR E ECONOMIA SOLIDÁRIA - ASCOOB CENTRAL","IDERALDO LUIZ AGOSTINHO DE MORAES","02/2022",0,"Autorizada em Atividade","BA","www.sistemaascoob.com.br","S4",0,8845125827,266220783,-173524645,-16202770,"Nordeste","SERRINHA","Central",NA,NA,"CRESOL CONFEDERAÇÃO",0,190928230,-319138,2008-07-03,14,NA,NA,NA
34148882,"COOPERATIVA CENTRAL DE CRÉDITO DA BAHIA LTDA - SICOOB CENTRAL BA","BAUER AUDITORES ASSOCIADOS","02/2022",0,"Autorizada em Atividade","BA","www.sicoob-ba.com.br","S4",0,86654247244,7465107694,-1278389180,215021089,"Nordeste","SALVADOR","Central",NA,NA,NA,0,1319938555,-11382609,1989-09-05,33,NA,NA,NA
25683434,"COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES","02/2022",0,"Autorizada em Atividade","MG","http://www.sicoobcrediminas.com.br/","S3",1,1277328994646,59902195509,-12868001900,1429468756,"Sudeste","BELO HORIZONTE","Central",NA,NA,NA,1,13705918222,-44887769,1989-03-06,33,NA,NA,NA
63917579,"COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO","ERNST & YOUNG AUDITORES INDEPENDENTES S/S","02/2022",0,"Autorizada em Atividade","SP","https://www.sicoob.com.br/web/sicoobcentralsp","S4",0,741651265397,25776621811,-8163942284,569564818,"Sudeste","RIBEIRAO PRETO","Central",NA,NA,NA,1,8743305186,-1885565,1990-07-12,32,NA,NA,NA
3502131,"COOPERATIVA CENTRAL DE CRÉDITO DO NORTE DO BRASIL - SICOOB NORTE","AUDICONSULT AUDITORES SS","02/2022",0,"Autorizada em Atividade","RO","www.sicoobnorte.com.br","S4",0,218084722971,8411973634,-2460080739,244953873,"Norte","PORTO VELHO","Central",NA,NA,NA,0,2571652980,NA,1999-11-09,23,NA,NA,NA
7202627,"COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA -  CRESOL CENTRAL BRASIL","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES","02/2022",1,"Autorizada em Atividade","SC","www.cresolcentral.com.br","S4",0,306733648052,5426006924,-3494675977,149560959,"Sul","CHAPECO","Central",NA,NA,"CRESOL CONFEDERAÇÃO",1,3707980895,-169430,2005-02-01,17,NA,NA,NA
543968,"COOPERATIVA CENTRAL DE CRÉDITO UNICRED CONEXÃO LTDA - UNICRED CENTRAL CONEXÃO","ERNST & YOUNG AUDITORES INDEPENDENTES S/S","02/2022",0,"Autorizada em Atividade","SC","https://www.unicred.com.br/centralscpr/","S4",0,335482943223,12953380866,-6045936543,65196650,"Sul","FLORIANOPOLIS","Central",NA,NA,"CONF NAC COOP CENTRAIS UNICRED",1,6220156755,NA,1995-04-12,27,NA,NA,NA
33737818,"COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DE MATO GROSSO DO SUL, GOIÁS, DISTRITO FEDERAL E TOCANTINS - CENTRAL SICREDI BRASIL CENTRAL","ERNST & YOUNG AUDITORES INDEPENDENTES S/S","02/2022",0,"Autorizada em Atividade","GO",NA,"S4",0,203279868420,6579261539,-7067132915,NA,"Centro-Oeste","GOIANIA","Central",NA,NA,NA,1,7152108436,NA,1990-04-06,32,NA,NA,NA
33667205,"COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO NORTE DO BRASIL - CENTRAL SICREDI CENTRO NORTE","ERNST & YOUNG AUDITORES INDEPENDENTES S/S","02/2022",0,"Autorizada em Atividade","MT","www.sicredi.com.br","S4",0,319103239513,15335019268,-13036113289,82508056,"Centro-Oeste","CUIABA","Central",NA,NA,NA,1,13190181950,NA,1989-10-19,33,NA,NA,NA
70119680,"COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NORTE/NORDESTE - CENTRAL SICREDI NORTE/NORDESTE","ERNST & YOUNG AUDITORES INDEPENDENTES S/S","02/2022",0,"Autorizada em Atividade","PB","www.sicredinne.com.br","S4",0,378005964617,17210643898,-7008387271,293900796,"Nordeste","CABEDELO","Central",NA,NA,NA,1,7183420501,-103726583,1994-07-01,28,NA,NA,NA
87437687,"COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL E SUDESTE - CENTRAL SICREDI SUL/SUDESTE","ERNST & YOUNG AUDITORES INDEPENDENTES S/S","02/2022",0,"Autorizada em Atividade","RS",NA,"S3",0,813934961091,41656257150,-31178097850,NA,"Sul","PORTO ALEGRE","Central",NA,NA,NA,1,31182190956,NA,1981-05-12,41,NA,NA,NA
80230774,"COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ","ERNST & YOUNG AUDITORES INDEPENDENTES S/S","02/2022",0,"Autorizada em Atividade","PR",NA,"S3",0,1384698172464,32037113330,-34508562131,NA,"Sul","CURITIBA","Central",NA,NA,NA,1,34567957892,NA,1987-08-11,35,NA,NA,NA
86774775,"COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICREDS DO ESTADO DO RIO DE JANEIRO E DO MATO GROSSO LTDA   UNICRED CENTRAL RJ/MT","ERNST & YOUNG AUDITORES INDEPENDENTES S/S","02/2022",0,"Autorizada em Atividade","RJ","www.unicred.com.br/centralrjmt","S4",0,76821673809,3285045812,-1448998256,NA,"Sudeste","RIO DE JANEIRO","Central",NA,NA,"CONF NAC COOP CENTRAIS UNICRED",1,1489662638,NA,1994-02-23,28,NA,NA,NA
51010858,"COOPERATIVA DE CAPITAL E EMPRÉSTIMO COOPERMULTICRED - COOPERMC","PADRAO AUDITORIA S/S","02/2022",0,"Autorizada em Atividade","SP","www.coopermc.com.br","S5",0,12924253933,3971794831,-114722959,83279196,"Sudeste","GUARULHOS","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,233549699,-60765211,1982-08-25,40,2338,2338,0
3128973,"COOPERATIVA DE CREDITO , POUPANÇA E INVESTIMENTO DO ESTADO DO PIAUÍ - SICREDI PIAUÍ","ERNST & YOUNG AUDITORES INDEPENDENTES S/S","02/2022",0,"Autorizada em Atividade","PI","www.sicredi.com.br/piaui/","S5",4,20303012437,1004017326,-466768917,8088112,"Nordeste","TERESINA","Singular","Atividade Profissional","Clássica","CENTRAL SICREDI NORTE/NORDESTE",1,498777569,-132625749,1999-04-27,23,3017,2303,714
966246,"COOPERATIVA DE CREDITO CREDICERIPA - SICOOB CREDICERIPA","MOORE PRISMA AUDITORES INDEPENDENTES","02/2022",0,"Autorizada em Atividade","SP","www.crediceripa.com.br","S4",29,310297655488,7598490639,-3651769809,410394790,"Sudeste","ITAI","Singular","Livre Admissão","Plena","CCC DO ESTADO DE SÃO PAULO",0,4428138846,-1335619018,1995-11-13,27,27515,18553,8962
54037916,"COOPERATIVA DE CREDITO CREDICITRUS","ERNST & YOUNG AUDITORES INDEPENDENTES S/S","02/2022",0,"Autorizada em Atividade","SP","www.credicitrus.com.br","S4",122,4445450799632,171822871461,-33502797439,10557816711,"Sudeste","BEBEDOURO","Singular","Livre Admissão","Plena","CCC DO ESTADO DE SÃO PAULO",1,41919818540,-28956184003,1984-12-17,38,160704,133939,26765
1604998,"COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO SUL DE MINAS LTDA - SICOOB CREDIVASS","BAUER AUDITORES ASSOCIADOS","02/2022",0,"Autorizada em Atividade","MG","www.sicoobcredivass.com.br","S5",72,276403029311,8751204612,-4156061450,987392710,"Sudeste","SAO GONCALO DO SAPUCAI","Singular","Livre Admissão","Clássica","CCC MINAS GERAIS - CREDIMINAS",0,5465049138,-1539077522,1996-12-23,26,43983,32922,11061
968602,"COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO VALE DO SÃO PATRICIO LTDA.","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES","02/2022",0,"Autorizada em Atividade","GO",NA,"S5",2,119320245222,11071576077,-1690755508,264117047,"Centro-Oeste","GOIANESIA","Singular","Livre Admissão","Clássica","CENTRAL SICOOB UNI DE CC",1,1877114492,-1356268084,1984-09-12,38,2166,1470,696
53776852,"COOPERATIVA DE CREDITO DOS FORNECEDORES DE CANA E DEMAIS PRODUTORES RURAIS DO CENTRO DO ESTADO DE SAO PAULO - CREDICENTRO","SACHO - AUDITORES INDEPENDENTES","02/2022",0,"Autorizada em Atividade","SP","www.credicentrosp.com.br","S5",0,6632907459,1451864471,-184644725,-82425719,"Sudeste","ARARAQUARA","Singular","Produtor Rural","Clássica",NA,0,173667078,-330381761,1984-09-10,38,521,470,51
27302181,"COOPERATIVA DE CREDITO DOS SERVIDORES DA UNIVERSIDADE FEDERAL DO ESPIRITO SANTO","HUGO FRANCISCO SACHO","02/2022",0,"Autorizada em Atividade","ES","www.credufes.coop.br","S5",2,2756179030,900153796,-156657095,-235112454,"Sudeste","VITORIA","Singular","Empregados ou Servidores","Clássica",NA,0,161943785,-52268336,1982-01-08,40,1144,1144,0
4281182,"COOPERATIVA DE CREDITO E ECONOMIA COM INTERACAO SOLIDARIA DE CHAPECO - CRESOL CHAPECO","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES","02/2022",1,"Autorizada em Atividade","SC","www.cresolcentral.com.br","S5",5,16232722892,1175344211,-508956482,-2461952,"Sul","CHAPECO","Singular","Livre Admissão","Clássica","CCCR CRESOL CENTRAL BRASIL",1,615494026,-304576206,2001-01-25,21,6820,5878,942
73254757,"COOPERATIVA DE CREDITO E ECONOMIA COM INTERAÇÃO SOLIDARIA DE QUILOMBO - CRESOL QUILOMBO","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES","02/2022",1,"Autorizada em Atividade","SC","www.cresolcentral.com.br","S5",5,11517491910,786488911,-258882473,-8253018,"Sul","QUILOMBO","Singular","Livre Admissão","Clássica","CCCR CRESOL CENTRAL BRASIL",1,298745352,-91512318,1993-08-24,29,5903,5544,359
971300,"COOPERATIVA DE CREDITO E INVESTIMENTO COM INTERACAO SOLIDARIA PIONEIRA - CRESOL PIONEIRA","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES","02/2022",0,"Autorizada em Atividade","PR","www.cresol.com.br","S5",19,179748988231,9435449976,-3647481845,867099336,"Sul","DOIS VIZINHOS","Singular","Livre Admissão","Clássica","CCC INT SOL CENTRAL CRESOL BASER",1,4241536662,-1774236038,1995-12-05,27,19608,16714,2894
63229629,"COOPERATIVA DE CREDITO RURAL ASCOOB SISAL","IDERALDO LUIZ AGOSTINHO DE MORAES","02/2022",0,"Autorizada em Atividade","BA","www.ascoobserrinha.com.br","S5",6,12783254142,423910942,-639213325,-708226808,"Nordeste","SERRINHA","Singular","Produtor Rural","Clássica","CC ASCOOB CENTRAL",0,723273440,-200182807,1992-02-18,30,39471,37429,2042
5220232,"COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA CONEXÕES -CRESOL CONEXÕES","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES","02/2022",0,"Autorizada em Atividade","RS","http://cresolsicoper.com.br/","S5",4,10018143550,495630413,-390520567,-19924259,"Sul","SANTA MARIA","Singular","Livre Admissão","Clássica","CCCR CRESOL SICOPER",1,413184086,-75003965,2002-07-25,20,3689,3040,649
5220243,"COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE SARANDI-CRESOL SARANDI","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES","02/2022",0,"Autorizada em Atividade","RS","www.cresolsicoper.com.br","S5",5,17196154537,831469576,-673280374,23265305,"Sul","SARANDI","Singular","Livre Admissão","Clássica","CCCR CRESOL SICOPER",1,585549250,-359995223,2002-08-02,20,6711,5846,865
6031727,"COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA ESSENCIA  CRESOL ESSENCIA","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES","02/2022",0,"Autorizada em Atividade","RS","www.cresolsicoper.com.br","S5",15,45911329985,2424147297,-1312931722,186055157,"Sul","SANTO CRISTO","Singular","Livre Admissão","Clássica","CCCR CRESOL SICOPER",1,1547181476,-497398605,2003-11-28,19,20231,18049,2182
32422628,"COOPERATIVA DE CREDITO RURAL DE GUACUI - CREDIGUAÇUÍ","LINEAR AUDITORES INDEPENDENTES SOCIEDADE SIMPLES","02/2022",0,"Autorizada em Atividade","ES",NA,"S5",0,3430760509,797687947,-129390668,4608393,"Sudeste","GUACUI","Singular","Produtor Rural","Clássica",NA,0,144536080,-78987543,1989-08-09,33,714,600,114
8240446,"COOPERATIVA DE CREDITO RURAL DE IBIAM - SULCREDI/IBIAM","LINEAR AUDITORES INDEPENDENTES SOCIEDADE SIMPLES","02/2022",0,"Autorizada em Atividade","SC","https://www.sulcredi.com.br/ibiam/","S5",4,3330656125,345573698,-129747354,14680212,"Sul","IBIAM","Singular","Produtor Rural","Clássica",NA,0,141654789,-10700663,2006-08-23,16,2502,2383,119
